name,ra,dec,fitting_bands_exclude,starsub_bands_exclude,fitting_min_semimaj_arcsec
NGC4668,191.3832,-0.53512,,,47.54680099
NGC4684,191.82285,-2.72753,,,88.53628263
NGC4688,191.9436,4.33581,,,111.4605822
NGC4689,191.93985,13.76272,,,114.0568302
NGC4691,192.057,-3.3329,,,90.59855559
NGC4696,192.20535,-41.31113,,,114.0568302
NGC4697,192.14955,-5.80069,,,212.383747
NGC4698,192.0954,8.4875,,,114.0568302
NGC4701,192.2976,3.38836,,,52.13402601
NGC4710,192.4128,15.16779,,,130.9547454
NGC4713,192.4911,5.31129,,,49.7876105
NGC4720,192.6783,-4.15578,,,36.90806596
NGC4725,192.61095,25.50091,,,293.1711727
NGC4731,192.7554,-6.3937,,,189.2871826
NGC4736,192.72075,41.11999,,,232.8741273
NGC4746,192.9801,12.08304,,,61.25213027
NGC4747,192.94065,25.77581,,,62.6788915
NGC4753,193.09185,-1.19948,,,193.6962432
NGC4754,193.0731,11.31364,,,125.0608164
NGC4758,193.1847,15.84656,,,82.62687199
NGC4762,193.233,11.23077,,,249.5291067
NGC4765,193.3104,4.46322,,,34.44460411
NGC4771,193.33845,1.26915,,,92.70886501
NGC4772,193.3716,2.16833,,,122.2140874
NGC4775,193.44045,-6.62217,,,67.16163784
NGC4779,193.46175,9.70993,,,55.86261165
NGC4789A,193.5225,27.14974,,,57.16381777
NGC4791,193.68315,8.0531,,,31.41385506
NGC4793,193.66905,28.93779,,,54.59102456
NGC4795,193.7619,8.06548,,,64.13886902
NGC4799,193.8147,2.89661,,,43.36318979
NGC4808,193.95405,4.30418,,,70.32686523
NGC4826,194.1825,21.68195,,,314.1385506
NGC4845,194.505,1.57587,,,164.8622658
NGC4866,194.8626,14.17078,,,172.6319774
NGC4904,195.24435,-0.02752,,,59.85786288
NGC4941,196.0545,-5.55153,,,99.33933208
NGC4945,196.3638,-49.46791,,,703.2684593
NGC4961,196.44825,27.73387,,,33.66054993
NGC4981,197.20305,-6.77747,,,80.74603437
NGC5010,198.10965,-15.7979,,,30
NGC5012,197.90445,22.9155,,,78.90803196
NGC5014,197.8803,36.28206,,,62.6788915
NGC5016,198.0279,24.09499,,,47.54680099
NGC5023,198.04905,44.03806,,,184.9784843
NGC5033,198.36465,36.59371,,,293.1711727
NGC5055,198.9555,42.02922,,,352.4692123
NGC5103,200.1252,43.084,,,47.54680099
NGC5116,200.73165,26.98081,,,58.49533285
NGC5117,200.73525,28.31645,,,46.46450469
NGC5119,201.00135,-12.27641,,,44.37324726
NGC5122,201.0615,-10.65422,,,34.44460411
NGC5128,201.3672,-43.01812,,,771.1188872
NGC5145,201.30795,43.26725,,,55.86261165
NGC5147,201.5817,2.1008,,,44.37324726
NGC5194,202.46955,47.19515,,,414.1153794
NGC5195,202.4976,47.26607,,,164.8622658
NGC5236,204.25365,-29.86556,,,404.6889714
NGC5240,203.9799,35.58825,,,54.59102456
NGC5248,204.3837,8.885,,,122.2140874
NGC5273,205.5351,35.65444,,,68.72603185
NGC5290,206.32965,41.71242,,,97.07809495
NGC5300,207.0669,3.9508,,,84.55149722
NGC5301,206.60265,46.10725,,,119.4321577
NGC5334,208.22685,-1.11455,,,101.6532401
NGC5338,208.3605,5.20771,,,58.49533285
NGC5347,208.3242,33.4908,,,48.65430719
NGC5348,208.5468,5.22723,,,116.7135525
NGC5350,208.3401,40.36394,,,80.74603437
NGC5353,208.3614,40.28311,,,71.96498678
NGC5354,208.3614,40.30323,,,90.59855559
NGC5355,208.43985,40.33868,,,34.44460411
NGC5356,208.74345,5.33361,,,84.55149722
NGC5358,208.50165,40.27736,,,33.66054993
NGC5360,208.9113,4.98486,,,32.89434299
NGC5363,209.03025,5.25471,,,125.0608164
NGC5364,209.05005,5.01444,,,114.0568302
NGC5398,210.34005,-33.06366,,,82.62687199
NGC5408,210.83805,-41.37709,,,84.55149722
NGC5426,210.85365,-6.06987,,,92.70886501
NGC5427,210.85875,-6.03059,,,108.9234021
NGC5457,210.8025,54.34906,,,719.6500653
NGC5474,211.2564,53.66224,,,71.96498678
NGC5477,211.3887,54.46096,,,32.89434299
NGC5480,211.59,50.72514,,,49.7876105
NGC5481,211.67175,50.72331,,,53.3483823
NGC5485,211.7973,55.00162,,,75.35658881
NGC5486,211.854,55.10301,,,40.46888603
NGC5496,212.90865,-1.16048,,,80.74603437
NGC5506,213.31185,-3.20762,,,86.52095269
NGC5507,213.33285,-3.1489,,,47.54680099
NGC5529,213.89205,36.22674,,,172.6319774
NGC5560,215.0205,3.99192,,,104.021046
NGC5566,215.08275,3.93335,,,161.109546
NGC5569,215.13375,3.9831,,,33.66054993
NGC5574,215.2332,3.23793,,,39.54770259
NGC5576,215.26545,3.27103,,,84.55149722
NGC5577,215.3046,3.43581,,,86.52095269
NGC5582,215.17965,39.69358,,,65.63285376
NGC5584,215.59905,-0.38759,,,94.86832981
NGC5636,217.41255,3.26629,,,41.41152657
NGC5638,217.4184,3.2333,,,58.49533285
NGC5645,217.66425,7.27499,,,59.85786288
NGC5658,218.11875,0.29404,,,53.3483823
NGC5667,217.5954,59.46974,,,48.65430719
NGC5668,218.35125,4.45033,,,57.16381777
NGC5669,218.1825,9.89128,,,77.11186756
NGC5689,218.8737,48.74147,,,108.9234021
NGC5690,219.42105,2.2909,,,94.86832981
NGC5691,219.4722,-0.39882,,,55.86261165
NGC5693,219.04665,48.58492,,,47.54680099
NGC5701,219.79605,5.36329,,,59.85786288
NGC5705,219.95745,-0.71837,,,40.46888603
NGC5713,220.0479,-0.28904,,,73.64126504
NGC5719,220.2348,-0.31808,,,92.70886501
NGC5728,220.5996,-17.25301,,,94.86832981
NGC5740,221.1018,1.67975,,,80.74603437
NGC5746,221.23335,1.95472,,,217.3307952
NGC5750,221.5464,-0.22296,,,78.90803196
NGC5777,222.8244,58.97809,,,88.53628263
NGC5850,226.78185,1.54465,,,99.33933208
NGC5866,226.62315,55.7633,,,189.2871826
NGC5899,228.76365,42.0498,,,62.6788915
NGC5907,228.9735,56.32891,,,336.6054993
NGC5953,233.63505,15.19381,,,44.37324726
NGC5954,233.646,15.19939,,,30.69878909
NGC6143,245.42625,55.08582,,,32.89434299
NGC6221,253.1922,-59.21777,,,146.9336652
NGC6300,259.2474,-62.8202,,,161.109546
NGC6673,281.2761,-62.29723,,,78.90803196
NGC6703,281.82855,45.55056,,,73.64126504
NGC6798,291.01335,53.62475,,,53.3483823
NGC6814,295.6692,-10.3237,,,92.70886501
NGC6822,296.2374,-14.80034,,,521.3402601
NGC6946,308.71905,60.15361,,,344.4460411
NGC7090,324.12045,-54.55761,,,243.8491361
NGC7172,330.50745,-31.87015,,,82.62687199
NGC7213,332.31765,-47.16684,,,146.9336652
NGC7314,338.94165,-26.0505,,,125.0608164
NGC7320,339.01425,33.94816,,,77.11186756
NGC7331,339.2673,34.41562,,,279.9763087
NGC7463,345.46665,15.9816,,,47.54680099
NGC7465,345.504,15.96465,,,32.14557704
NGC7552,349.0449,-42.58428,,,116.7135525
NGC7582,349.59675,-42.36999,,,207.5493072
NGC7625,350.12565,17.22561,,,44.37324726
NGC7667,351.09615,-0.10784,,,31.41385506
NGC7689,353.3196,-54.09453,,,92.70886501
NGC7690,353.2602,-51.69842,,,64.13886902
NGC7694,353.3163,-2.70299,,,41.41152657
NGC7710,353.94225,-2.88088,,,35.24693091
NGC7714,354.0588,2.15502,,,65.63285376
NGC7715,354.09165,2.15679,,,61.25213027
NGC7716,354.1311,0.29729,,,54.59102456
NGC7721,354.70215,-6.51798,,,92.70886501
NGC7755,356.96565,-30.52209,,,111.4605822
NGC7757,357.1896,4.17099,,,54.59102456
NGC7764,357.7242,-40.73021,,,58.49533285
NGC7793,359.4573,-32.59104,,,314.1385506
PGC007045,28.51305,-14.25298,,,47.54680099
PGC008962,35.36925,-4.4131,,,44.37324726
PGC012608,50.4654,-15.71055,,,42.37612401
PGC013058,52.7844,-36.29007,,,31.41385506
PGC013084,52.8534,-35.33108,,,36.90806596
PGC013097,52.9485,-35.05186,,,35.24693091
PGC013146,53.1987,-34.23869,,,39.54770259
PGC013230,53.6229,-35.54649,,,37.76776443
PGC013343,54.2262,-35.37464,,,32.14557704
PGC013635,55.68915,-33.9202,,,37.76776443
PGC027066,142.97415,-16.67946,,,39.54770259
PGC028759,149.3784,69.27771,,,53.3483823
PGC029653,152.75325,-4.69282,,,161.109546
PGC034407,169.1469,18.1184,,,33.66054993
PGC039052,183.50925,6.72318,,,33.66054993
PGC039799,185.08845,0.36679,,,34.44460411
PGC040045,185.5317,15.79918,,,33.66054993
PGC040074,185.5902,10.60132,,,31.41385506
PGC040547,186.3999,15.84793,,,31.41385506
PGC040659,186.5634,12.96389,,,30.69878909
PGC040759,186.72705,10.66578,,,30.69878909
PGC040819,186.82395,14.14737,,,40.46888603
PGC040821,186.88185,9.60239,,,61.25213027
PGC041994,188.9661,13.8584,,,30
PGC042068,189.14565,8.05471,,,32.89434299
PGC042147,189.37065,12.3533,,,31.41385506
PGC042160,189.4224,8.55898,,,32.14557704
PGC042902,191.1066,3.52517,,,35.24693091
PGC043526,192.80535,-6.55927,,,39.54770259
PGC044532,194.7576,34.86082,,,114.0568302
PGC046875,201.16335,-10.48849,,,32.89434299
PGC065367,311.7156,-12.84767,,,64.13886902
PGC072006,354.70305,-5.7469,,,32.89434299
PGC090942,146.39535,-14.40249,,,34.44460411
PGC091228,191.75265,32.65158,,,38.64748782
PGC093080,21.1437,3.7897,,,46.46450469
PGC093119,193.7697,8.06626,,,53.3483823
PGC166069,43.92825,58.86062,,,47.54680099
PGC166071,47.9955,60.34689,,,84.55149722
PGC166077,56.30385,67.86466,,,75.35658881
PGC166755,337.308,75.36707,,,37.76776443
PGC166861,55.81335,68.2611,,,65.63285376
PGC2807061,105.1176,-4.20713,,,59.85786288
SDSSJ121727.85+071937.6,184.3659,7.32688,,,43.36318979
SDSSJ140459.26+533838.8,211.2471,53.64405,,,78.90803196
SDSSJ140638.13+545947.6,211.65885,54.99658,,,30.69878909
UGC00300,7.5174,3.51291,,,31.41385506
UGC00313,7.8588,6.20675,,,36.0679366
UGC00320,8.1285,2.57422,,,37.76776443
UGC00772,18.4143,0.87459,,,36.0679366
UGC00931,20.81055,-0.70107,,,30.69878909
UGC02392,43.9434,33.76658,,,39.54770259
UGC02826,55.9398,68.30131,,,36.0679366
UGC03016,65.33325,36.76014,,,33.66054993
UGC03701,107.92785,72.16919,,,52.13402601
UGC03960,115.0947,23.27501,,,37.76776443
UGC04305,124.7682,70.72167,,,238.2984573
UGC04483,129.26415,69.77639,,,33.66054993
UGC04549,131.08935,58.84196,,,37.76776443
UGC04551,131.02455,49.79396,,,50.94731181
UGC04684,134.1696,0.37501,,,38.64748782
UGC05139,145.1346,71.1833,,,99.33933208
UGC05336,149.3832,69.04596,,,75.35658881
UGC05340,149.19135,28.82783,,,58.49533285
UGC05364,149.86005,30.74639,,,137.1264463
UGC05373,150.00015,5.33223,,,146.9336652
UGC05423,151.3785,70.36444,,,32.89434299
UGC05454,151.7958,12.65128,,,30.69878909
UGC05570,155.19585,73.28427,,,30
UGC05612,156.02775,70.8822,,,78.90803196
UGC05686,157.67835,74.22752,,,39.54770259
UGC05689,157.69125,73.88542,,,40.46888603
UGC05692,157.64505,70.62139,,,99.33933208
UGC05720,158.13285,54.40104,,,34.44460411
UGC05846,161.1237,60.37023,,,48.65430719
UGC05955,163.01745,71.77303,,,34.44460411
UGC05958,162.816,27.84872,,,48.65430719
UGC05990,163.1598,34.48293,,,38.64748782
UGC06016,163.5537,54.28721,,,54.59102456
UGC06023,163.5873,27.24023,,,49.7876105
UGC06324,169.5921,18.73836,,,41.41152657
UGC06341,170.0025,18.2605,,,30
UGC06566,173.9316,58.19238,,,31.41385506
UGC06575,174.11025,58.19077,,,53.3483823
UGC06728,176.3166,79.6815,,,32.14557704
UGC06879,178.6044,-2.31961,,,42.37612401
UGC06919,179.15655,55.63312,,,48.65430719
UGC06998,180.1986,-0.02306,,,31.41385506
UGC07035,180.9174,2.64136,,,41.41152657
UGC07086,181.48365,77.50514,,,68.72603185
UGC07089,181.49115,43.14402,,,90.59855559
UGC07094,181.5447,42.95574,,,36.0679366
UGC07178,182.7651,2.00573,,,32.89434299
UGC07184,182.8329,1.49236,,,39.54770259
UGC07249,183.6552,12.81241,,,38.64748782
UGC07321,184.3914,22.54026,,,143.5890104
UGC07387,185.0724,4.20161,,,59.85786288
UGC07396,185.14065,0.78815,,,44.37324726
UGC07411,185.3919,4.77947,,,34.44460411
UGC07422,185.50545,5.10031,,,33.66054993
UGC07436,185.58135,14.76082,,,36.90806596
UGC07522,186.49395,3.42937,,,78.90803196
UGC07579,186.9807,5.7212,,,36.90806596
UGC07596,187.14165,8.63947,,,45.40683197
UGC07636,187.503,7.93005,,,30
UGC07688,188.1351,8.0446,,,57.16381777
UGC07700,188.13675,63.87735,,,45.40683197
UGC07795,189.4389,7.10399,,,36.0679366
UGC07802,189.5871,7.89157,,,49.7876105
UGC07916,191.1048,34.38665,,,68.72603185
UGC07982,192.4593,2.85209,,,86.52095269
UGC07991,192.6624,1.46453,,,62.6788915
UGC08032,193.68405,13.2371,,,80.74603437
UGC08042,193.79295,7.91785,,,32.14557704
UGC08181,196.3527,32.90002,,,36.0679366
UGC08201,196.6038,67.70693,,,99.33933208
UGC08246,197.52045,34.18095,,,73.64126504
UGC08333,198.97485,25.43582,,,33.66054993
UGC08412,200.7177,35.15493,,,30.69878909
UGC08630,204.6033,33.11772,,,53.3483823
UGC08662,205.32195,33.7726,,,43.36318979
UGC08693,206.118,35.1927,,,35.24693091
UGC08756,207.6495,42.54143,,,46.46450469
UGC08857,209.11095,4.39665,,,37.76776443
UGC09242,216.3378,39.53941,,,125.0608164
UGC09299,217.39425,-0.01807,,,50.94731181
UGC09310,217.50465,3.22049,,,57.16381777
UGC09470,220.45275,0.68694,,,35.24693091
UGC09482,220.69575,0.66174,,,36.90806596
UGC10854,261.19335,58.20573,,,32.14557704
UGC12160,340.22715,75.16472,,,39.54770259
UGC12313,345.43215,16.0675,,,43.36318979
UGC12690,353.9172,1.19819,,,41.41152657
UGC12709,354.3498,0.39167,,,82.62687199
HS98117,155.355,71.11615,,,45.40683197
ESO351-030,15.03885,-33.709,,,34.44460411
ESO405-014,335.6958,-34.83391,,,38.64748782
ESO410-012,7.0752,-27.98335,,,42.37612401
NGC1351,52.64565,-34.85402,,,101.6532401
NGC1427,55.58085,-35.39278,,,130.9547454
NGC4631,190.53285,32.54239,,,433.6320169
PGC009485,37.38195,-3.213,,,45.40683197
UGC09392,218.952,3.0384,,,31.41385506
UGC09426,219.3717,48.62366,,,31.41385506
